# Oscilloscope Data

# Seconds	fp_meas.acc_i
41.550	-4.64
41.560	-4.64
41.570	-4.66
41.580	-4.66
41.590	-4.61
41.600	-4.63
41.610	-4.68
41.620	-4.65
41.630	-4.64
41.640	-4.67
41.650	-4.63
41.660	-4.60
41.670	-4.66
41.680	-4.66
41.690	-4.60
41.700	-4.66
41.710	-4.64
41.720	-4.62
41.730	-4.66
41.740	-4.64
41.750	-4.60
41.760	-4.63
41.770	-4.66
41.780	-4.64
41.790	-4.66
41.800	-4.61
41.810	-4.63
41.820	-4.65
41.830	-4.68
41.840	-4.63
41.850	-4.67
41.860	-4.62
41.870	-4.60
41.880	-4.64
41.890	-4.64
41.900	-4.67
41.910	-4.62
41.920	-4.62
41.930	-4.62
41.940	-4.64
41.950	-4.65
41.960	-4.67
41.970	-4.65
41.980	-4.65
41.990	-4.66
42.000	-4.59
42.010	-4.63
42.020	-4.68
42.030	-4.67
42.040	-4.65
42.050	-4.64
42.060	-4.66
42.070	-4.62
42.080	-4.61
42.090	-4.66
42.100	-4.61
42.110	-4.61
42.120	-4.61
42.130	-4.65
42.140	-4.67
42.150	-4.68
42.160	-4.63
42.170	-4.61
42.180	-4.65
42.190	-4.66
42.200	-4.65
42.210	-4.66
42.220	-4.61
42.230	-4.61
42.240	-4.68
42.250	-4.62
42.260	-4.63
42.270	-4.67
42.280	-4.65
42.290	-4.61
42.300	-4.63
42.310	-4.62
42.320	-4.66
42.330	-4.64
42.340	-4.63
42.350	-4.61
42.360	-4.64
42.370	-4.63
42.380	-4.64
42.390	-4.65
42.400	-4.58
42.410	-4.63
42.420	-4.61
42.430	-4.63
42.440	-4.64
42.450	-4.65
42.460	-4.66
42.470	-4.65
42.480	-4.64
42.490	-4.63
42.500	-4.63
42.510	-4.64
42.520	-4.60
42.530	-4.62
42.540	-4.64
42.550	-4.62
42.560	-4.61
42.570	-4.66
42.580	-4.66
42.590	-4.62
42.600	-4.65
42.610	-4.64
42.620	-4.62
42.630	-4.64
42.640	-4.63
42.650	-4.65
42.660	-4.64
42.670	-4.65
42.680	-4.66
42.690	-4.62
42.700	-4.62
42.710	-4.64
42.720	-4.68
42.730	-4.65
42.740	-4.63
42.750	-4.64
42.760	-4.66
42.770	-4.68
42.780	-4.62
42.790	-4.65
42.800	-4.64
42.810	-4.64
42.820	-4.65
42.830	-4.66
42.840	-4.64
42.850	-4.66
42.860	-4.66
42.870	-4.60
42.880	-4.67
42.890	-4.65
42.900	-4.65
42.910	-4.64
42.920	-4.62
42.930	-4.67
42.940	-4.67
42.950	-4.63
42.960	-4.64
42.970	-4.66
42.980	-4.62
42.990	-4.66
43.000	-4.63
43.010	-4.65
43.020	-4.63
43.030	-4.67
43.040	-4.63
43.050	-4.63
43.060	-4.62
43.070	-4.64
43.080	-4.62
43.090	-4.60
43.100	-4.61
43.110	-4.65
43.120	-4.62
43.130	-4.67
43.140	-4.63
43.150	-4.65
43.160	-4.67
43.170	-4.62
43.180	-4.69
43.190	-4.67
43.200	-4.63
43.210	-4.62
43.220	-4.65
43.230	-4.65
43.240	-4.61
43.250	-4.62
43.260	-4.67
43.270	-4.66
43.280	-4.63
43.290	-4.64
43.300	-4.67
43.310	-4.66
43.320	-4.66
43.330	-4.67
43.340	-4.66
43.350	-4.59
43.360	-4.62
43.370	-4.65
43.380	-4.62
43.390	-4.68
43.400	-4.63
43.410	-4.64
43.420	-4.64
43.430	-4.65
43.440	-4.65
43.450	-4.63
43.460	-4.66
43.470	-4.68
43.480	-4.63
43.490	-4.63
43.500	-4.66
43.510	-4.65
43.520	-4.66
43.530	-4.64
43.540	-4.60
43.550	-4.64
43.560	-4.62
43.570	-4.62
43.580	-4.69
43.590	-4.62
43.600	-4.63
43.610	-4.63
43.620	-4.63
43.630	-4.63
43.640	-4.65
43.650	-4.62
43.660	-4.63
43.670	-4.62
43.680	-4.64
43.690	-4.62
43.700	-4.62
43.710	-4.62
43.720	-4.60
43.730	-4.59
43.740	-4.64
43.750	-4.65
43.760	-4.66
43.770	-4.68
43.780	-4.63
43.790	-4.64
43.800	-4.66
43.810	-4.64
43.820	-4.64
43.830	-4.63
43.840	-4.64
43.850	-4.65
43.860	-4.64
43.870	-4.66
43.880	-4.64
43.890	-4.59
43.900	-4.61
43.910	-4.62
43.920	-4.60
43.930	-4.68
43.940	-4.65
43.950	-4.64
43.960	-4.66
43.970	-4.68
43.980	-4.62
43.990	-4.62
44.000	-4.61
44.010	-4.61
44.020	-4.62
44.030	-4.64
44.040	-4.61
44.050	-4.69
44.060	-4.63
44.070	-4.61
44.080	-4.65
44.090	-4.61
44.100	-4.64
44.110	-4.64
44.120	-4.64
44.130	-4.68
44.140	-4.63
44.150	-4.63
44.160	-4.64
44.170	-4.64
44.180	-4.62
44.190	-4.65
44.200	-4.60
44.210	-4.66
44.220	-4.69
44.230	-4.63
44.240	-4.66
44.250	-4.64
44.260	-4.63
44.270	-4.61
44.280	-4.64
44.290	-4.63
44.300	-4.62
44.310	-4.60
44.320	-4.65
44.330	-4.64
44.340	-4.62
44.350	-4.66
44.360	-4.62
44.370	-4.63
44.380	-4.60
44.390	-4.64
44.400	-4.62
44.410	-4.65
44.420	-4.66
44.430	-4.63
44.440	-4.62
44.450	-4.66
44.460	-4.63
44.470	-4.66
44.480	-4.63
44.490	-4.65
44.500	-4.63
44.510	-4.63
44.520	-4.60
44.530	-4.60
44.540	-4.64
44.550	-4.67
44.560	-4.65
44.570	-4.67
44.580	-4.66
44.590	-4.66
44.600	-4.66
44.610	-4.61
44.620	-4.65
44.630	-4.64
44.640	-4.61
44.650	-4.63
44.660	-4.62
44.670	-4.64
44.680	-4.66
44.690	-4.66
44.700	-4.66
44.710	-4.60
44.720	-4.67
44.730	-4.66
44.740	-4.64
44.750	-4.68
44.760	-4.64
44.770	-4.65
44.780	-4.65
44.790	-4.63
44.800	-4.67
44.810	-4.67
44.820	-4.64
44.830	-4.63
44.840	-4.68
44.850	-4.62
44.860	-4.65
44.870	-4.62
44.880	-4.65
44.890	-4.65
44.900	-4.63
44.910	-4.60
44.920	-4.63
44.930	-4.64
44.940	-4.65
44.950	-4.64
44.960	-4.62
44.970	-4.62
44.980	-4.63
44.990	-4.61
45.000	-4.63
45.010	-4.62
45.020	-4.64
45.030	-4.63
45.040	-4.64
45.050	-4.63
45.060	-4.62
45.070	-4.63
45.080	-4.64
45.090	-4.64
45.100	-4.61
45.110	-4.64
45.120	-4.58
45.130	-4.64
45.140	-4.68
45.150	-4.65
45.160	-4.62
45.170	-4.65
45.180	-4.63
45.190	-4.68
45.200	-4.63
45.210	-4.62
45.220	-4.61
45.230	-4.65
45.240	-4.63
45.250	-4.63
45.260	-4.67
45.270	-4.65
45.280	-4.63
45.290	-4.63
45.300	-4.62
45.310	-4.67
45.320	-4.68
45.330	-4.64
45.340	-4.67
45.350	-4.64
45.360	-4.65
45.370	-4.65
45.380	-4.60
45.390	-4.66
45.400	-4.65
45.410	-4.60
45.420	-4.66
45.430	-4.58
45.440	-4.66
45.450	-4.66
45.460	-4.68
45.470	-4.65
45.480	-4.68
45.490	-4.61
45.500	-4.66
45.510	-4.67
45.520	-4.63
45.530	-4.64
45.540	-4.62
45.550	-4.62
45.560	-4.66
45.570	-4.60
45.580	-4.65
45.590	-4.60
45.600	-4.66
45.610	-4.66
45.620	-4.64
45.630	-4.63
45.640	-4.62
45.650	-4.63
45.660	-4.61
45.670	-4.66
45.680	-4.66
45.690	-4.67
45.700	-4.65
45.710	-4.66
45.720	-4.64
45.730	-4.66
45.740	-4.66
45.750	-4.65
45.760	-4.65
45.770	-4.66
45.780	-4.66
45.790	-4.64
45.800	-4.64
45.810	-4.65
45.820	-4.64
45.830	-4.62
45.840	-4.61
45.850	-4.65
45.860	-4.65
45.870	-4.64
45.880	-4.65
45.890	-4.65
45.900	-4.64
45.910	-4.65
45.920	-4.63
45.930	-4.62
45.940	-4.61
45.950	-4.66
45.960	-4.65
45.970	-4.62
45.980	-4.62
45.990	-4.64
46.000	-4.70
46.010	-4.65
46.020	-4.63
46.030	-4.62
46.040	-4.65
46.050	-4.67
46.060	-4.65
46.070	-4.65
46.080	-4.66
46.090	-4.66
46.100	-4.65
46.110	-4.65
46.120	-4.65
46.130	-4.63
46.140	-4.68
46.150	-4.60
46.160	-4.63
46.170	-4.71
46.180	-4.64
46.190	-4.67
46.200	-4.64
46.210	-4.65
46.220	-4.65
46.230	-4.66
46.240	-4.65
46.250	-4.61
46.260	-4.55
46.270	-4.63
46.280	-4.67
46.290	-4.60
46.300	-4.64
46.310	-4.66
46.320	-4.65
46.330	-4.65
46.340	-4.61
46.350	-4.58
46.360	-4.62
46.370	-4.60
46.380	-4.64
46.390	-4.68
46.400	-4.62
46.410	-4.60
46.420	-4.70
46.430	-4.63
46.440	-4.59
46.450	-4.62
46.460	-4.68
46.470	-4.62
46.480	-4.65
46.490	-4.60
46.500	-4.63
46.510	-4.62
46.520	-4.66
46.530	-4.62
46.540	-4.67
46.550	-4.62
46.560	-4.65
46.570	-4.61
46.580	-4.65
46.590	-4.65
46.600	-4.64
46.610	-4.61
46.620	-4.64
46.630	-4.64
46.640	-4.64
46.650	-4.65
46.660	-4.60
46.670	-4.62
46.680	-4.61
46.690	-4.67
46.700	-4.72
46.710	-4.67
46.720	-4.65
46.730	-4.66
46.740	-4.67
46.750	-4.64
46.760	-4.59
46.770	-4.64
46.780	-4.65
46.790	-4.60
46.800	-4.66
46.810	-4.62
46.820	-4.59
46.830	-4.59
46.840	-4.67
46.850	-4.68
46.860	-4.63
46.870	-4.67
46.880	-4.65
46.890	-4.64
46.900	-4.64
46.910	-4.68
46.920	-4.66
46.930	-4.60
46.940	-4.68
46.950	-4.61
46.960	-4.65
46.970	-4.67
46.980	-4.64
46.990	-4.64
47.000	-4.63
47.010	-4.65
47.020	-4.67
47.030	-4.62
47.040	-4.66
47.050	-4.62
47.060	-4.69
47.070	-4.58
47.080	-4.65
47.090	-4.66
47.100	-4.67
47.110	-4.64
47.120	-4.64
47.130	-4.61
47.140	-4.64
47.150	-4.68
47.160	-4.59
47.170	-4.66
47.180	-4.64
47.190	-4.71
47.200	-4.66
47.210	-4.66
47.220	-4.66
47.230	-4.63
47.240	-4.64
47.250	-4.64
47.260	-4.63
47.270	-4.61
47.280	-4.62
47.290	-4.71
47.300	-4.59
47.310	-4.63
47.320	-4.65
47.330	-4.67
47.340	-4.67
47.350	-4.65
47.360	-4.64
47.370	-4.67
47.380	-4.59
47.390	-4.62
47.400	-4.66
47.410	-4.63
47.420	-4.62
47.430	-4.60
47.440	-4.64
47.450	-4.65
47.460	-4.62
47.470	-4.66
47.480	-4.66
47.490	-4.67
47.500	-4.63
47.510	-4.65
47.520	-4.60
47.530	-4.64
47.540	-4.66
47.550	-4.65
47.560	-4.66
47.570	-4.68
47.580	-4.66
47.590	-4.62
47.600	-4.64
47.610	-4.64
47.620	-4.65
47.630	-4.64
47.640	-4.65
47.650	-4.64
47.660	-4.63
47.670	-4.63
47.680	-4.64
47.690	-4.65
47.700	-4.65
47.710	-4.66
47.720	-4.60
47.730	-4.66
47.740	-4.68
47.750	-4.64
47.760	-4.69
47.770	-4.65
47.780	-4.60
47.790	-4.63
47.800	-4.60
47.810	-4.63
47.820	-4.63
47.830	-4.62
47.840	-4.62
47.850	-4.62
47.860	-4.63
47.870	-4.68
47.880	-4.64
47.890	-4.69
47.900	-4.64
47.910	-4.67
47.920	-4.61
47.930	-4.67
47.940	-4.60
47.950	-4.65
47.960	-4.64
47.970	-4.66
47.980	-4.64
47.990	-4.64
48.000	-4.65
48.010	-4.62
48.020	-4.65
48.030	-4.64
48.040	-4.67
48.050	-4.61
48.060	-4.64
48.070	-4.64
48.080	-4.66
48.090	-4.64
48.100	-4.66
48.110	-4.64
48.120	-4.60
48.130	-4.67
48.140	-4.69
48.150	-4.63
48.160	-4.65
48.170	-4.61
48.180	-4.69
48.190	-4.63
48.200	-4.63
48.210	-4.66
48.220	-4.64
48.230	-4.65
48.240	-4.61
48.250	-4.66
48.260	-4.62
48.270	-4.65
48.280	-4.58
48.290	-4.67
48.300	-4.60
48.310	-4.69
48.320	-4.65
48.330	-4.61
48.340	-4.65
48.350	-4.63
48.360	-4.64
48.370	-4.64
48.380	-4.65
48.390	-4.65
48.400	-4.58
48.410	-4.69
48.420	-4.64
48.430	-4.66
48.440	-4.62
48.450	-4.61
48.460	-4.59
48.470	-4.67
48.480	-4.60
48.490	-4.65
48.500	-4.64
48.510	-4.63
48.520	-4.68
48.530	-4.70
48.540	-4.64
48.550	-4.63
48.560	-4.67
48.570	-4.66
48.580	-4.62
48.590	-4.67
48.600	-4.62
48.610	-4.62
48.620	-4.65
48.630	-4.63
48.640	-4.62
48.650	-4.64
48.660	-4.69
48.670	-4.66
48.680	-4.67
48.690	-4.59
48.700	-4.62
48.710	-4.66
48.720	-4.61
48.730	-4.63
48.740	-4.64
48.750	-4.64
48.760	-4.66
48.770	-4.62
48.780	-4.63
48.790	-4.62
48.800	-4.62
48.810	-4.63
48.820	-4.63
48.830	-4.62
48.840	-4.63
48.850	-4.65
48.860	-4.65
48.870	-4.62
48.880	-4.64
48.890	-4.60
48.900	-4.63
48.910	-4.63
48.920	-4.69
48.930	-4.67
48.940	-4.66
48.950	-4.61
48.960	-4.66
48.970	-4.67
48.980	-4.62
48.990	-4.64
49.000	-4.61
49.010	-4.61
49.020	-4.64
49.030	-4.64
49.040	-4.68
49.050	-4.62
49.060	-4.65
49.070	-4.67
49.080	-4.58
49.090	-4.67
49.100	-4.67
49.110	-4.61
49.120	-4.62
49.130	-4.63
49.140	-4.63
49.150	-4.64
49.160	-4.60
49.170	-4.68
49.180	-4.66
49.190	-4.64
49.200	-4.63
49.210	-4.59
49.220	-4.68
49.230	-4.64
49.240	-4.60
49.250	-4.62
49.260	-4.69
49.270	-4.64
49.280	-4.65
49.290	-4.67
49.300	-4.66
49.310	-4.66
49.320	-4.65
49.330	-4.65
49.340	-4.61
49.350	-4.62
49.360	-4.65
49.370	-4.67
49.380	-4.63
49.390	-4.63
49.400	-4.65
49.410	-4.64
49.420	-4.61
49.430	-4.66
49.440	-4.59
49.450	-4.65
49.460	-4.63
49.470	-4.60
49.480	-4.66
49.490	-4.64
49.500	-4.66
49.510	-4.62
49.520	-4.61
49.530	-4.69
49.540	-4.65
49.550	-4.67
49.560	-4.65
49.570	-4.67
49.580	-4.66
49.590	-4.63
49.600	-4.63
49.610	-4.59
49.620	-4.69
49.630	-4.64
49.640	-4.65
49.650	-4.66
49.660	-4.66
49.670	-4.64
49.680	-4.65
49.690	-4.65
49.700	-4.66
49.710	-4.61
49.720	-4.66
49.730	-4.63
49.740	-4.63
49.750	-4.64
49.760	-4.64
49.770	-4.67
49.780	-4.69
49.790	-4.68
49.800	-4.68
49.810	-4.62
49.820	-4.62
49.830	-4.65
49.840	-4.65
49.850	-4.65
49.860	-4.62
49.870	-4.64
49.880	-4.65
49.890	-4.64
49.900	-4.65
49.910	-4.63
49.920	-4.66
49.930	-4.67
49.940	-4.66
49.950	-4.63
49.960	-4.65
49.970	-4.67
49.980	-4.65
49.990	-4.67
50.000	-4.64
50.010	-4.64
50.020	-4.64
50.030	-4.63
50.040	-4.64
50.050	-4.60
50.060	-4.64
50.070	-4.68
50.080	-4.61
50.090	-4.61
50.100	-4.64
50.110	-4.66
50.120	-4.64
50.130	-4.64
50.140	-4.63
50.150	-4.61
50.160	-4.60
50.170	-4.63
50.180	-4.64
50.190	-4.61
50.200	-4.62
50.210	-4.62
50.220	-4.61
50.230	-4.64
50.240	-4.65
50.250	-4.65
50.260	-4.64
50.270	-4.62
50.280	-4.65
50.290	-4.59
50.300	-4.62
50.310	-4.63
50.320	-4.63
50.330	-4.61
50.340	-4.64
50.350	-4.66
50.360	-4.64
50.370	-4.62
50.380	-4.64
50.390	-4.64
50.400	-4.63
50.410	-4.63
50.420	-4.66
50.430	-4.67
50.440	-4.67
50.450	-4.65
50.460	-4.65
50.470	-4.63
50.480	-4.66
50.490	-4.60
50.500	-4.66
50.510	-4.62
50.520	-4.59
50.530	-4.65
50.540	-4.67
50.550	-4.63
50.560	-4.66
50.570	-4.69
50.580	-4.65
50.590	-4.64
50.600	-4.67
50.610	-4.62
50.620	-4.66
50.630	-4.66
50.640	-4.64
50.650	-4.65
50.660	-4.63
50.670	-4.70
50.680	-4.62
50.690	-4.63
50.700	-4.65
50.710	-4.67
50.720	-4.65
50.730	-4.66
50.740	-4.60
50.750	-4.66
50.760	-4.64
50.770	-4.62
50.780	-4.68
50.790	-4.60
50.800	-4.66
50.810	-4.63
50.820	-4.63
50.830	-4.62
50.840	-4.65
50.850	-4.65
50.860	-4.63
50.870	-4.63
50.880	-4.60
50.890	-4.63
50.900	-4.65
50.910	-4.61
50.920	-4.65
50.930	-4.64
50.940	-4.67
50.950	-4.68
50.960	-4.65
50.970	-4.66
50.980	-4.63
50.990	-4.63
51.000	-4.69
51.010	-4.62
51.020	-4.65
51.030	-4.66
51.040	-4.60
51.050	-4.64
51.060	-4.67
51.070	-4.64
51.080	-4.64
51.090	-4.67
51.100	-4.66
51.110	-4.64
51.120	-4.62
51.130	-4.62
51.140	-4.61
51.150	-4.66
51.160	-4.64
51.170	-4.61
51.180	-4.66
51.190	-4.65
51.200	-4.64
51.210	-4.67
51.220	-4.63
51.230	-4.61
51.240	-4.67
51.250	-4.67
51.260	-4.66
51.270	-4.65
51.280	-4.62
51.290	-4.67
51.300	-4.63
51.310	-4.66
51.320	-4.62
51.330	-4.61
51.340	-4.65
51.350	-4.64
51.360	-4.64
51.370	-4.64
51.380	-4.61
51.390	-4.60
51.400	-4.63
51.410	-4.64
51.420	-4.64
51.430	-4.63
51.440	-4.67
51.450	-4.62
51.460	-4.63
51.470	-4.64
51.480	-4.64
51.490	-4.66
51.500	-4.63
51.510	-4.64
51.520	-4.63
51.530	-4.62
51.540	-4.65
51.550	-4.61
51.560	-4.66
51.570	-4.62
51.580	-4.60
51.590	-4.63
51.600	-4.64
51.610	-4.66
51.620	-4.63
51.630	-4.63
51.640	-4.65
51.650	-4.65
51.660	-4.64
51.670	-4.58
51.680	-4.59
51.690	-4.64
51.700	-4.69
51.710	-4.63
51.720	-4.65
51.730	-4.64
51.740	-4.59
51.750	-4.63
51.760	-4.66
51.770	-4.63
51.780	-4.60
51.790	-4.66
51.800	-4.62
51.810	-4.62
51.820	-4.65
51.830	-4.64
51.840	-4.67
51.850	-4.69
51.860	-4.64
51.870	-4.62
51.880	-4.64
51.890	-4.65
51.900	-4.63
51.910	-4.61
51.920	-4.62
51.930	-4.64
51.940	-4.61
51.950	-4.65
51.960	-4.63
51.970	-4.64
51.980	-4.68
51.990	-4.65
52.000	-4.64
52.010	-4.64
52.020	-4.62
52.030	-4.61
52.040	-4.62
52.050	-4.62
52.060	-4.63
52.070	-4.61
52.080	-4.67
52.090	-4.63
52.100	-4.65
52.110	-4.62
52.120	-4.62
52.130	-4.64
52.140	-4.63
52.150	-4.65
52.160	-4.65
52.170	-4.65
52.180	-4.67
52.190	-4.64
52.200	-4.65
52.210	-4.65
52.220	-4.64
52.230	-4.65
52.240	-4.63
52.250	-4.66
52.260	-4.65
52.270	-4.66
52.280	-4.66
52.290	-4.69
52.300	-4.62
52.310	-4.62
52.320	-4.64
52.330	-4.64
52.340	-4.65
52.350	-4.63
52.360	-4.64
52.370	-4.61
52.380	-4.66
52.390	-4.69
52.400	-4.65
52.410	-4.62
52.420	-4.68
52.430	-4.65
52.440	-4.65
52.450	-4.67
52.460	-4.65
52.470	-4.65
52.480	-4.63
52.490	-4.60
52.500	-4.65
52.510	-4.65
52.520	-4.64
52.530	-4.65
52.540	-4.65
52.550	-4.65
52.560	-4.66
52.570	-4.61
52.580	-4.63
52.590	-4.62
52.600	-4.61
52.610	-4.62
52.620	-4.64
52.630	-4.63
52.640	-4.63
52.650	-4.63
52.660	-4.67
52.670	-4.66
52.680	-4.62
52.690	-4.61
52.700	-4.62
52.710	-4.63
52.720	-4.64
52.730	-4.66
52.740	-4.66
52.750	-4.64
52.760	-4.65
52.770	-4.66
52.780	-4.65
52.790	-4.64
52.800	-4.62
52.810	-4.64
52.820	-4.67
52.830	-4.66
52.840	-4.63
52.850	-4.61
52.860	-4.65
52.870	-4.61
52.880	-4.63
52.890	-4.61
52.900	-4.64
52.910	-4.63
52.920	-4.62
52.930	-4.65
52.940	-4.64
52.950	-4.61
52.960	-4.65
52.970	-4.66
52.980	-4.63
52.990	-4.62
53.000	-4.63
53.010	-4.62
53.020	-4.62
53.030	-4.66
53.040	-4.67
53.050	-4.66
53.060	-4.68
53.070	-4.65
53.080	-4.63
53.090	-4.64
53.100	-4.63
53.110	-4.63
53.120	-4.63
53.130	-4.64
53.140	-4.63
53.150	-4.64
53.160	-4.67
53.170	-4.64
53.180	-4.63
53.190	-4.66
53.200	-4.65
53.210	-4.63
53.220	-4.64
53.230	-4.66
53.240	-4.59
53.250	-4.64
53.260	-4.63
53.270	-4.66
53.280	-4.65
53.290	-4.63
53.300	-4.65
53.310	-4.65
53.320	-4.66
53.330	-4.63
53.340	-4.62
53.350	-4.65
53.360	-4.64
53.370	-4.66
53.380	-4.64
53.390	-4.67
53.400	-4.63
53.410	-4.65
53.420	-4.63
53.430	-4.63
53.440	-4.68
53.450	-4.66
53.460	-4.63
53.470	-4.63
53.480	-4.66
53.490	-4.63
53.500	-4.60
53.510	-4.65
53.520	-4.66
53.530	-4.66
53.540	-4.66
53.550	-4.63
53.560	-4.67
53.570	-4.67
53.580	-4.60
53.590	-4.64
53.600	-4.60
53.610	-4.68
53.620	-4.62
53.630	-4.67
53.640	-4.60
53.650	-4.61
53.660	-4.63
53.670	-4.62
53.680	-4.61
53.690	-4.65
53.700	-4.68
53.710	-4.64
53.720	-4.64
53.730	-4.63
53.740	-4.63
53.750	-4.65
53.760	-4.65
53.770	-4.61
53.780	-4.65
53.790	-4.62
53.800	-4.67
53.810	-4.67
53.820	-4.64
53.830	-4.65
53.840	-4.64
53.850	-4.67
53.860	-4.65
53.870	-4.64
53.880	-4.62
53.890	-4.61
53.900	-4.61
53.910	-4.64
53.920	-4.60
53.930	-4.63
53.940	-4.62
53.950	-4.67
53.960	-4.67
53.970	-4.61
53.980	-4.62
53.990	-4.63
54.000	-4.69
54.010	-4.65
54.020	-4.60
54.030	-4.62
54.040	-4.62
54.050	-4.61
54.060	-4.61
54.070	-4.65
54.080	-4.61
54.090	-4.65
54.100	-4.61
54.110	-4.67
54.120	-4.62
54.130	-4.66
54.140	-4.65
54.150	-4.66
54.160	-4.66
54.170	-4.61
54.180	-4.64
54.190	-4.63
54.200	-4.62
54.210	-4.69
54.220	-4.61
54.230	-4.61
54.240	-4.67
54.250	-4.61
54.260	-4.61
54.270	-4.63
54.280	-4.64
54.290	-4.63
54.300	-4.63
54.310	-4.63
54.320	-4.66
54.330	-4.65
54.340	-4.61
54.350	-4.69
54.360	-4.62
54.370	-4.63
54.380	-4.63
54.390	-4.63
54.400	-4.66
54.410	-4.60
54.420	-4.64
54.430	-4.64
54.440	-4.69
54.450	-4.62
54.460	-4.65
54.470	-4.58
54.480	-4.63
54.490	-4.64
54.500	-4.66
54.510	-4.65
54.520	-4.66
54.530	-4.66
54.540	-4.67
54.550	-4.67
54.560	-4.65
54.570	-4.65
54.580	-4.58
54.590	-4.66
54.600	-4.65
54.610	-4.58
54.620	-4.62
54.630	-4.67
54.640	-4.63
54.650	-4.65
54.660	-4.66
54.670	-4.64
54.680	-4.65
54.690	-4.66
54.700	-4.61
54.710	-4.66
54.720	-4.65
54.730	-4.65
54.740	-4.67
54.750	-4.65
54.760	-4.66
54.770	-4.65
54.780	-4.60
54.790	-4.65
54.800	-4.60
54.810	-4.63
54.820	-4.57
54.830	-4.62
54.840	-4.66
54.850	-4.65
54.860	-4.66
54.870	-4.63
54.880	-4.65
54.890	-4.66
54.900	-4.67
54.910	-4.66
54.920	-4.59
54.930	-4.65
54.940	-4.64
54.950	-4.68
54.960	-4.61
54.970	-4.68
54.980	-4.65
54.990	-4.64
55.000	-4.67
55.010	-4.62
55.020	-4.60
55.030	-4.63
55.040	-4.65
55.050	-4.64
55.060	-4.71
55.070	-4.62
55.080	-4.63
55.090	-4.64
55.100	-4.63
55.110	-4.66
55.120	-4.66
55.130	-4.65
55.140	-4.66
55.150	-4.63
55.160	-4.66
55.170	-4.67
55.180	-4.65
55.190	-4.69
55.200	-4.65
55.210	-4.66
55.220	-4.64
55.230	-4.64
55.240	-4.60
55.250	-4.65
55.260	-4.67
55.270	-4.67
55.280	-4.65
55.290	-4.63
55.300	-4.62
55.310	-4.69
55.320	-4.64
55.330	-4.71
55.340	-4.65
55.350	-4.66
55.360	-4.63
55.370	-4.63
55.380	-4.65
55.390	-4.63
55.400	-4.60
55.410	-4.64
55.420	-4.61
55.430	-4.65
55.440	-4.67
55.450	-4.62
55.460	-4.65
55.470	-4.67
55.480	-4.63
55.490	-4.63
55.500	-4.61
55.510	-4.65
55.520	-4.65
55.530	-4.61
55.540	-4.62
55.550	-4.61
55.560	-4.61
55.570	-4.67
55.580	-4.62
55.590	-4.63
55.600	-4.64
55.610	-4.63
55.620	-4.64
55.630	-4.66
55.640	-4.65
55.650	-4.66
55.660	-4.66
55.670	-4.62
55.680	-4.65
55.690	-4.67
55.700	-4.62
55.710	-4.65
55.720	-4.60
55.730	-4.62
55.740	-4.65
55.750	-4.66
55.760	-4.63
55.770	-4.63
55.780	-4.68
55.790	-4.63
55.800	-4.65
55.810	-4.62
55.820	-4.67
55.830	-4.60
55.840	-4.64
55.850	-4.66
55.860	-4.60
55.870	-4.64
55.880	-4.60
55.890	-4.68
55.900	-4.67
55.910	-4.66
55.920	-4.66
55.930	-4.62
55.940	-4.64
55.950	-4.68
55.960	-4.63
55.970	-4.67
55.980	-4.61
55.990	-4.65
56.000	-4.66
56.010	-4.64
56.020	-4.65
56.030	-4.69
56.040	-4.64
56.050	-4.64
56.060	-4.63
56.070	-4.62
56.080	-4.59
56.090	-4.60
56.100	-4.65
56.110	-4.67
56.120	-4.61
56.130	-4.64
56.140	-4.70
56.150	-4.65
56.160	-4.63
56.170	-4.59
56.180	-4.60
56.190	-4.63
56.200	-4.64
56.210	-4.62
56.220	-4.64
56.230	-4.66
56.240	-4.63
56.250	-4.66
56.260	-4.70
56.270	-4.66
56.280	-4.63
56.290	-4.66
56.300	-4.67
56.310	-4.66
56.320	-4.65
56.330	-4.62
56.340	-4.65
56.350	-4.67
56.360	-4.65
56.370	-4.63
56.380	-4.62
56.390	-4.61
56.400	-4.62
56.410	-4.64
56.420	-4.63
56.430	-4.65
56.440	-4.64
56.450	-4.64
56.460	-4.66
56.470	-4.65
56.480	-4.65
56.490	-4.63
56.500	-4.63
56.510	-4.63
56.520	-4.69
56.530	-4.66
56.540	-4.63
56.550	-4.58
56.560	-4.60
56.570	-4.64
56.580	-4.62
56.590	-4.62
56.600	-4.66
56.610	-4.61
56.620	-4.65
56.630	-4.62
56.640	-4.62
56.650	-4.67
56.660	-4.67
56.670	-4.63
56.680	-4.65
56.690	-4.64
56.700	-4.70
56.710	-4.63
56.720	-4.66
56.730	-4.65
56.740	-4.67
56.750	-4.63
56.760	-4.67
56.770	-4.68
56.780	-4.64
56.790	-4.64
56.800	-4.62
56.810	-4.65
56.820	-4.65
56.830	-4.63
56.840	-4.61
56.850	-4.67
56.860	-4.65
56.870	-4.64
56.880	-4.66
56.890	-4.64
56.900	-4.66
56.910	-4.65
56.920	-4.65
56.930	-4.60
56.940	-4.64
56.950	-4.64
56.960	-4.65
56.970	-4.65
56.980	-4.62
56.990	-4.65
57.000	-4.68
57.010	-4.64
57.020	-4.63
57.030	-4.60
57.040	-4.62
57.050	-4.63
57.060	-4.65
