# Oscilloscope Data

# Seconds	fp_meas.acc_i
54.862	-0.04
54.872	-0.06
54.882	-0.01
54.892	-0.11
54.902	-0.05
54.912	-0.03
54.922	-0.06
54.932	-0.03
54.942	-0.05
54.952	-0.05
54.962	-0.04
54.972	-0.05
54.982	-0.06
54.992	-0.02
55.002	-0.10
55.012	-0.06
55.022	-0.02
55.032	-0.08
55.042	-0.06
55.052	-0.07
55.062	-0.07
55.072	-0.06
55.082	-0.08
55.092	-0.04
55.102	-0.02
55.112	-0.04
55.122	-0.07
55.132	-0.06
55.142	-0.05
55.152	-0.07
55.162	-0.04
55.172	-0.06
55.182	-0.05
55.192	-0.05
55.202	-0.03
55.212	-0.02
55.222	-0.05
55.232	-0.04
55.242	0.00
55.252	-0.03
55.262	-0.07
55.272	-0.05
55.282	-0.04
55.292	-0.04
55.302	-0.05
55.312	-0.03
55.322	-0.05
55.332	-0.10
55.342	-0.03
55.352	-0.02
55.362	-0.03
55.372	-0.03
55.382	-0.03
55.392	-0.05
55.402	-0.07
55.412	-0.05
55.422	-0.04
55.432	-0.07
55.442	-0.05
55.452	-0.04
55.462	-0.03
55.472	-0.08
55.482	-0.07
55.492	-0.02
55.502	-0.02
55.512	-0.06
55.522	-0.03
55.532	-0.02
55.542	-0.03
55.552	-0.06
55.562	-0.03
55.572	-0.02
55.582	-0.04
55.592	-0.04
55.602	-0.06
55.612	-0.04
55.622	-0.05
55.632	-0.04
55.642	-0.06
55.652	-0.02
55.662	-0.05
55.672	-0.04
55.682	-0.05
55.692	-0.05
55.702	-0.01
55.712	-0.07
55.722	-0.09
55.732	-0.05
55.742	-0.05
55.752	-0.06
55.762	-0.08
55.772	-0.07
55.782	-0.06
55.792	-0.07
55.802	0.01
55.812	-0.08
55.822	-0.02
55.832	-0.06
55.842	-0.08
55.852	-0.04
55.862	-0.06
55.872	-0.05
55.882	-0.07
55.892	-0.05
55.902	-0.08
55.912	-0.12
55.922	-0.03
55.932	-0.00
55.942	-0.03
55.952	-0.08
55.962	-0.05
55.972	-0.02
55.982	-0.06
55.992	-0.06
56.002	-0.03
56.012	-0.06
56.022	-0.03
56.032	-0.07
56.042	-0.07
56.052	-0.03
56.062	-0.11
56.072	-0.05
56.082	-0.04
56.092	-0.04
56.102	-0.03
56.112	-0.01
56.122	-0.02
56.132	-0.02
56.142	-0.06
56.152	-0.04
56.162	-0.03
56.172	-0.05
56.182	-0.04
56.192	-0.05
56.202	-0.03
56.212	-0.06
56.222	-0.10
56.232	-0.07
56.242	-0.07
56.252	-0.08
56.262	-0.03
56.272	-0.05
56.282	-0.08
56.292	-0.02
56.302	-0.07
56.312	-0.05
56.322	-0.03
56.332	-0.03
56.342	-0.04
56.352	-0.04
56.362	-0.10
56.372	-0.00
56.382	-0.06
56.392	-0.07
56.402	-0.03
56.412	-0.04
56.422	-0.04
56.432	-0.05
56.442	-0.00
56.452	-0.03
56.462	-0.07
56.472	-0.06
56.482	-0.06
56.492	-0.01
56.502	-0.06
56.512	-0.05
56.522	-0.01
56.532	-0.09
56.542	-0.06
56.552	-0.03
56.562	-0.01
56.572	-0.03
56.582	-0.04
56.592	-0.04
56.602	-0.05
56.612	-0.04
56.622	-0.07
56.632	-0.07
56.642	-0.05
56.652	-0.02
56.662	-0.04
56.672	-0.02
56.682	-0.02
56.692	-0.08
56.702	-0.05
56.712	-0.06
56.722	-0.04
56.732	-0.08
56.742	-0.03
56.752	-0.02
56.762	-0.06
56.772	-0.02
56.782	-0.07
56.792	-0.09
56.802	-0.03
56.812	-0.04
56.822	-0.03
56.832	-0.01
56.842	-0.07
56.852	-0.03
56.862	-0.05
56.872	-0.04
56.882	-0.04
56.892	-0.05
56.902	-0.05
56.912	-0.04
56.922	-0.07
56.932	-0.09
56.942	-0.09
56.952	-0.06
56.962	-0.02
56.972	-0.02
56.982	-0.01
56.992	-0.05
57.002	-0.07
57.012	-0.07
57.022	-0.04
57.032	-0.07
57.042	-0.05
57.052	-0.07
57.062	-0.10
57.072	-0.08
57.082	-0.02
57.092	-0.06
57.102	-0.06
57.112	-0.04
57.122	-0.08
57.132	-0.06
57.142	-0.05
57.152	-0.05
57.162	-0.05
57.172	-0.03
57.182	-0.06
57.192	-0.07
57.202	-0.04
57.212	-0.07
57.222	-0.06
57.232	-0.08
57.242	-0.08
57.252	-0.05
57.262	-0.02
57.272	-0.07
57.282	-0.06
57.292	-0.03
57.302	-0.05
57.312	-0.01
57.322	-0.05
57.332	-0.06
57.342	-0.06
57.352	-0.02
57.362	-0.03
57.372	-0.06
57.382	-0.06
57.392	-0.07
57.402	-0.06
57.412	-0.03
57.422	-0.05
57.432	-0.07
57.442	-0.05
57.452	-0.05
57.462	-0.04
57.472	-0.06
57.482	-0.05
57.492	-0.02
57.502	-0.09
57.512	-0.06
57.522	-0.03
57.532	-0.04
57.542	-0.05
57.552	-0.04
57.562	-0.06
57.572	-0.05
57.582	-0.08
57.592	-0.03
57.602	-0.05
57.612	-0.05
57.622	-0.04
57.632	-0.08
57.642	-0.05
57.652	-0.06
57.662	-0.06
57.672	-0.07
57.682	-0.04
57.692	-0.04
57.702	-0.03
57.712	-0.06
57.722	-0.08
57.732	-0.04
57.742	-0.05
57.752	-0.02
57.762	-0.04
57.772	-0.06
57.782	-0.03
57.792	-0.07
57.802	-0.02
57.812	-0.03
57.822	-0.08
57.832	-0.02
57.842	-0.04
57.852	-0.01
57.862	-0.03
57.872	-0.06
57.882	-0.06
57.892	-0.03
57.902	-0.04
57.912	0.00
57.922	0.01
57.932	-0.05
57.942	-0.02
57.952	-0.04
57.962	-0.03
57.972	-0.06
57.982	-0.06
57.992	-0.06
58.002	-0.08
58.012	-0.07
58.022	-0.05
58.032	-0.05
58.042	-0.07
58.052	-0.05
58.062	-0.09
58.072	-0.00
58.082	-0.02
58.092	-0.05
58.102	-0.05
58.112	-0.07
58.122	-0.07
58.132	-0.08
58.142	-0.06
58.152	-0.08
58.162	-0.07
58.172	-0.03
58.182	-0.10
58.192	-0.03
58.202	-0.05
58.212	-0.06
58.222	-0.05
58.232	-0.04
58.242	-0.04
58.252	-0.05
58.262	-0.01
58.272	-0.08
58.282	0.01
58.292	-0.05
58.302	-0.06
58.312	-0.07
58.322	-0.04
58.332	-0.09
58.342	-0.05
58.352	-0.11
58.362	-0.05
58.372	-0.03
58.382	-0.03
58.392	-0.06
58.402	-0.05
58.412	-0.04
58.422	-0.04
58.432	-0.06
58.442	-0.09
58.452	-0.04
58.462	-0.00
58.472	-0.04
58.482	-0.04
58.492	-0.07
58.737	0.49
58.742	1.45
58.798	0.49
58.802	-0.08
58.812	-0.08
58.822	-0.06
58.832	-0.05
59.310	40.35
59.312	0.19
59.490	0.49
59.492	40.34
61.348	40.34
64.463	-0.04
64.523	-0.01
64.583	-0.03
64.643	-0.04
64.763	40.35
88.063	-0.05
88.072	-0.02
88.082	-0.02
88.092	-0.03
88.102	-0.05
88.112	-0.02
88.122	-0.03
88.132	-0.03
88.142	-0.03
88.152	-0.04
88.162	-0.01
88.172	-0.02
88.182	-0.07
88.192	-0.03
88.202	-0.03
88.212	-0.07
88.222	-0.03
88.232	-0.06
88.242	-0.02
88.252	-0.05
88.262	-0.06
88.272	-0.05
88.282	-0.09
88.292	-0.05
88.302	-0.05
88.312	-0.05
88.322	-0.05
88.332	-0.02
88.342	-0.03
88.352	-0.07
88.362	-0.07
88.372	-0.08
88.382	-0.04
88.392	-0.03
88.402	-0.07
88.412	-0.01
88.422	-0.08
88.432	-0.04
88.442	-0.01
88.452	-0.07
88.462	-0.04
88.472	-0.06
88.482	-0.02
88.492	-0.03
88.502	-0.03
88.512	-0.01
88.522	-0.05
88.532	-0.04
88.542	-0.07
88.552	-0.09
88.562	-0.06
88.572	-0.05
88.582	-0.06
88.592	0.00
88.602	-0.04
88.612	-0.03
88.622	-0.04
88.632	-0.02
88.642	-0.03
88.652	-0.07
88.662	-0.05
88.672	-0.05
88.682	-0.01
88.692	-0.05
88.702	-0.05
88.712	-0.04
88.722	-0.08
88.732	-0.06
88.742	-0.04
88.752	-0.03
88.762	-0.06
88.772	-0.03
88.782	-0.05
88.792	-0.07
88.802	-0.07
88.812	-0.04
88.822	-0.06
88.832	-0.05
88.842	-0.08
88.852	-0.05
88.862	-0.05
88.872	-0.04
88.882	-0.03
88.892	-0.01
88.902	-0.08
88.912	-0.05
88.922	-0.06
88.932	-0.02
88.942	-0.03
88.952	-0.03
88.962	-0.06
88.972	-0.07
88.982	-0.06
88.992	-0.08
89.002	-0.05
89.012	-0.00
89.022	-0.09
89.032	-0.05
89.042	-0.05
89.052	-0.00
89.062	-0.04
89.072	-0.04
89.082	-0.05
89.092	-0.07
89.102	-0.06
89.112	-0.03
89.122	-0.08
89.132	-0.02
89.142	-0.06
89.152	-0.02
89.162	-0.03
89.172	-0.04
89.182	0.01
89.192	-0.04
89.202	-0.03
89.212	-0.02
89.222	-0.03
89.232	-0.08
89.242	0.00
89.252	-0.05
89.262	-0.07
89.272	-0.06
89.282	-0.04
89.292	-0.07
89.302	-0.04
89.312	-0.03
89.322	-0.03
89.332	-0.04
89.342	-0.06
89.352	-0.10
89.362	-0.05
89.372	-0.07
89.382	-0.04
89.392	-0.04
89.402	-0.08
89.412	-0.06
89.422	-0.05
89.432	-0.03
89.442	-0.07
89.452	-0.07
89.462	-0.03
89.472	-0.02
89.482	-0.04
89.492	0.01
89.502	-0.08
89.512	-0.09
89.522	-0.10
89.532	-0.06
89.542	-0.05
89.552	-0.06
89.562	-0.09
89.572	-0.09
89.582	-0.07
89.592	-0.03
89.602	-0.05
89.612	-0.04
89.622	-0.05
89.632	-0.05
89.642	-0.03
89.652	-0.07
89.662	-0.02
89.672	-0.05
89.682	-0.05
89.692	-0.07
89.702	-0.04
89.712	-0.03
89.722	-0.08
89.732	-0.06
89.742	-0.09
89.752	-0.03
89.762	-0.02
89.772	-0.03
89.782	-0.03
89.792	-0.02
89.802	-0.07
89.812	-0.09
89.822	-0.05
89.832	-0.03
89.842	-0.04
89.852	-0.09
89.862	-0.03
89.872	-0.03
89.882	-0.11
89.892	-0.05
89.902	-0.08
89.912	-0.07
89.922	-0.05
89.932	-0.04
89.942	-0.06
89.952	-0.01
89.962	-0.04
89.972	-0.03
89.982	-0.08
89.992	-0.04
90.002	-0.04
90.012	-0.03
90.022	-0.06
90.032	-0.06
90.042	-0.06
90.052	-0.02
90.062	-0.05
90.072	-0.07
90.082	-0.09
90.092	-0.08
90.102	-0.05
90.112	-0.02
90.122	-0.02
90.132	-0.07
90.142	-0.07
90.152	-0.03
90.162	-0.07
90.172	-0.03
90.182	-0.04
90.192	-0.06
90.202	-0.09
90.212	-0.03
90.222	-0.01
90.232	-0.05
90.242	-0.04
90.252	-0.05
90.262	-0.03
90.272	-0.06
90.282	-0.03
90.292	-0.08
90.302	-0.03
90.312	-0.05
90.322	-0.00
90.332	-0.03
90.342	-0.09
90.352	-0.07
90.362	-0.04
90.372	-0.01
90.382	-0.08
90.392	-0.08
90.402	-0.04
90.412	-0.02
90.422	-0.10
90.432	-0.00
90.442	-0.10
90.452	-0.08
90.462	-0.05
90.472	-0.04
90.482	-0.06
90.492	-0.08
90.502	-0.04
90.512	-0.03
90.522	-0.06
90.532	-0.05
90.542	-0.03
90.552	-0.04
90.562	-0.05
90.572	-0.08
90.582	-0.04
90.592	-0.07
90.602	-0.06
90.612	-0.03
90.622	-0.03
90.632	-0.07
90.642	-0.04
90.652	-0.04
90.662	-0.03
90.672	-0.00
90.682	-0.05
90.692	-0.06
90.702	-0.03
90.712	-0.09
90.722	-0.07
90.732	-0.05
90.742	-0.08
90.752	-0.01
90.762	-0.04
90.772	-0.02
90.782	-0.07
90.792	-0.03
90.802	-0.01
90.812	-0.05
90.822	-0.02
90.832	-0.05
90.842	-0.06
90.852	-0.04
90.862	-0.05
90.872	-0.05
90.882	-0.02
90.892	-0.01
90.902	-0.08
90.912	-0.09
90.922	-0.06
90.932	-0.06
90.942	-0.06
90.952	-0.06
90.962	-0.05
90.972	-0.06
90.982	-0.02
90.992	-0.10
91.002	-0.05
91.012	-0.03
91.022	-0.07
91.032	-0.04
91.042	-0.05
91.052	-0.05
91.062	-0.03
91.072	-0.10
91.082	-0.06
91.092	-0.04
91.102	-0.03
91.112	-0.06
91.122	-0.01
91.132	-0.04
91.142	-0.06
91.152	-0.02
91.162	-0.02
91.172	-0.03
91.182	-0.06
91.192	-0.02
91.202	-0.04
91.212	-0.05
91.222	-0.08
91.232	-0.07
91.242	-0.07
91.252	-0.01
91.262	-0.06
91.272	-0.02
91.282	-0.05
91.292	-0.06
91.302	-0.03
91.312	-0.07
91.322	-0.05
91.332	-0.04
91.342	-0.06
91.352	-0.06
91.362	-0.03
91.372	-0.06
91.382	-0.06
91.392	-0.04
91.402	-0.05
91.412	-0.04
91.422	-0.07
91.432	-0.07
91.442	-0.07
91.452	-0.05
91.462	-0.03
91.472	-0.04
91.482	-0.04
91.492	-0.04
91.502	-0.03
91.512	-0.09
91.522	-0.04
91.532	-0.04
91.542	-0.07
91.552	-0.04
91.562	-0.04
91.572	-0.06
91.582	-0.02
91.592	-0.03
91.602	-0.05
91.612	-0.04
91.622	-0.06
91.632	-0.07
91.642	-0.03
91.652	-0.06
91.662	-0.04
91.672	-0.08
91.682	-0.05
91.692	-0.03
91.702	-0.05
91.712	-0.06
91.722	-0.06
91.732	-0.06
91.742	-0.09
91.752	-0.05
91.762	-0.03
91.772	-0.04
91.782	-0.00
91.792	-0.00
91.802	-0.05
91.812	-0.08
91.822	-0.03
91.832	0.01
91.842	-0.02
91.852	-0.09
91.862	-0.02
91.872	-0.05
91.882	-0.05
91.892	-0.01
91.902	-0.03
91.912	-0.07
91.922	-0.03
91.932	-0.03
91.942	-0.05
91.952	-0.05
91.962	-0.03
91.972	-0.03
91.982	-0.03
91.992	-0.05
92.002	-0.04
92.012	-0.05
92.022	-0.04
92.032	-0.03
92.042	-0.06
92.052	-0.05
92.062	-0.11
92.072	-0.01
92.082	-0.02
92.092	-0.04
92.102	-0.05
92.112	-0.04
92.122	-0.04
92.132	-0.02
92.142	-0.05
92.152	-0.05
92.162	-0.01
92.172	-0.02
92.182	-0.08
92.192	-0.02
92.202	-0.09
92.212	-0.02
92.222	-0.06
92.232	-0.03
92.242	-0.06
92.252	-0.06
92.262	-0.06
92.272	-0.03
92.282	-0.05
92.292	-0.07
92.302	-0.04
92.312	-0.01
92.322	-0.07
92.332	-0.06
92.342	-0.05
92.352	-0.03
92.362	-0.03
92.372	-0.04
92.382	-0.08
92.392	-0.05
92.402	-0.03
92.412	-0.10
92.422	-0.08
92.432	-0.05
92.442	-0.03
92.452	-0.01
92.462	-0.07
92.472	-0.03
92.482	0.01
92.492	-0.00
92.502	-0.05
92.512	-0.04
92.522	-0.05
92.532	-0.03
92.542	-0.04
92.552	-0.04
92.562	-0.04
92.572	-0.08
92.582	-0.05
92.592	0.01
92.602	-0.08
92.612	-0.07
92.622	-0.03
92.632	-0.04
92.642	-0.04
92.652	-0.05
92.662	-0.01
92.672	-0.01
92.682	0.01
92.692	-0.01
92.702	0.01
92.712	-0.06
92.722	-0.03
92.732	-0.01
92.742	-0.05
92.752	-0.03
92.762	-0.06
92.772	-0.07
92.782	-0.02
92.792	-0.07
92.802	-0.02
92.812	-0.04
92.822	-0.04
92.832	-0.04
92.842	-0.06
92.852	-0.03
92.862	-0.04
92.872	-0.04
92.882	-0.05
92.892	-0.03
92.902	-0.05
92.912	-0.04
92.922	-0.07
92.932	-0.06
92.942	-0.02
92.952	-0.07
92.962	-0.02
92.972	-0.05
92.982	-0.08
92.992	-0.09
93.002	-0.05
93.012	-0.02
93.022	-0.05
93.032	-0.05
93.042	-0.09
93.052	-0.03
93.062	-0.06
93.072	-0.04
93.082	-0.07
93.092	-0.05
93.102	-0.04
93.112	-0.05
93.122	-0.05
93.132	-0.04
93.142	-0.02
93.152	-0.02
93.162	-0.07
93.172	-0.07
93.182	-0.09
93.192	-0.05
93.202	-0.03
93.212	-0.03
93.222	-0.04
93.232	-0.02
93.242	-0.03
93.252	-0.07
93.262	-0.09
93.272	-0.07
93.282	-0.06
93.292	-0.06
93.302	-0.06
93.312	-0.04
93.322	-0.03
93.332	-0.06
93.342	-0.06
93.352	-0.07
93.362	-0.05
93.372	-0.03
93.382	-0.04
93.392	-0.03
93.402	0.01
93.412	-0.04
93.422	-0.04
93.432	-0.02
93.442	-0.02
93.452	-0.08
93.462	-0.07
93.472	-0.08
93.721	-0.06
93.722	0.44
93.782	0.00
93.782	-0.00
93.792	-0.00
93.802	-0.02
93.812	-0.06
93.822	-0.05
94.952	-0.04
95.193	-0.04
95.853	0.44
96.153	0.44
96.453	0.44
96.753	0.44
116.887	-0.04
116.897	-0.03
116.907	-0.07
116.917	-0.06
116.927	-0.05
116.937	-0.06
116.947	-0.06
116.957	-0.06
116.967	-0.07
116.977	-0.07
116.987	-0.03
116.997	-0.03
117.007	-0.03
117.017	-0.01
117.027	-0.05
117.037	-0.08
117.047	-0.01
117.057	-0.03
117.067	-0.07
117.077	-0.03
117.087	-0.02
117.097	-0.04
117.107	-0.06
117.117	-0.04
117.127	-0.04
117.137	-0.08
117.147	-0.01
117.157	-0.03
117.167	-0.06
117.177	-0.03
117.187	-0.00
117.197	-0.05
117.207	-0.05
117.217	-0.06
117.227	-0.05
117.237	-0.07
117.247	-0.08
117.257	-0.05
117.267	-0.05
117.277	-0.05
117.287	-0.05
117.297	-0.04
117.307	-0.03
117.317	-0.03
117.327	-0.04
117.337	-0.11
117.347	-0.09
117.357	-0.05
117.367	-0.07
117.377	-0.05
117.387	-0.02
117.397	-0.05
117.407	-0.04
117.417	-0.01
117.427	-0.05
117.437	-0.05
117.447	-0.05
117.457	-0.06
117.467	-0.05
117.477	-0.07
117.487	-0.05
117.497	-0.02
117.507	-0.06
117.517	-0.03
117.527	-0.06
117.537	-0.03
117.547	-0.04
117.557	-0.05
117.567	-0.05
117.577	-0.04
117.587	-0.02
117.597	-0.09
117.607	-0.02
117.617	-0.06
117.627	-0.06
117.637	-0.05
117.647	-0.04
117.657	-0.06
117.667	-0.07
117.677	-0.05
117.687	-0.08
117.697	-0.03
117.707	-0.07
117.717	-0.07
117.727	-0.04
117.737	-0.04
117.747	-0.10
117.757	-0.06
117.767	-0.07
117.777	-0.05
117.787	-0.08
117.797	-0.07
117.807	-0.07
117.817	-0.05
117.827	-0.04
117.837	-0.07
117.847	-0.03
117.857	-0.04
117.867	-0.10
117.877	-0.06
117.887	-0.03
117.897	-0.05
117.907	-0.05
117.917	-0.04
117.927	0.01
117.937	-0.08
117.947	-0.03
117.957	-0.08
117.967	-0.04
117.977	-0.08
117.987	-0.08
117.997	-0.03
118.007	-0.04
118.017	-0.09
118.027	-0.02
118.037	-0.03
118.047	-0.02
118.057	-0.02
118.067	-0.06
118.077	-0.08
118.087	-0.07
118.097	-0.01
118.107	-0.08
118.117	-0.05
118.127	-0.08
118.137	-0.02
118.147	-0.03
118.157	-0.06
118.167	-0.07
118.177	-0.04
118.187	-0.03
118.197	-0.02
118.207	-0.06
118.217	-0.03
118.227	-0.08
118.237	-0.06
118.247	-0.04
118.257	-0.08
118.267	-0.03
118.277	-0.00
118.287	-0.06
118.297	-0.04
118.307	-0.06
118.317	-0.07
118.327	-0.05
118.337	-0.03
118.347	-0.02
118.357	-0.06
118.367	-0.09
118.377	-0.04
118.387	-0.04
118.397	-0.00
118.407	-0.07
118.417	-0.02
118.427	-0.06
118.437	-0.01
118.447	-0.01
118.457	-0.04
118.467	-0.07
118.477	-0.06
118.487	-0.06
118.497	-0.05
118.507	-0.07
118.517	-0.05
118.527	-0.05
118.537	-0.04
118.547	-0.04
118.557	-0.04
118.567	-0.06
118.577	-0.04
118.587	-0.05
118.597	-0.03
118.607	-0.07
118.617	-0.09
118.627	-0.07
118.637	-0.07
118.647	-0.05
118.657	-0.07
118.667	-0.03
118.677	-0.03
118.687	-0.07
118.697	-0.06
118.707	-0.08
118.717	-0.04
118.727	-0.10
118.737	-0.05
118.747	-0.06
118.757	-0.04
118.767	-0.06
118.777	-0.10
118.787	-0.05
118.797	-0.06
118.807	-0.07
118.817	-0.08
118.827	-0.06
118.837	-0.06
118.847	-0.04
118.857	-0.04
118.867	-0.03
118.877	-0.04
118.887	-0.05
118.897	-0.08
118.907	-0.09
118.917	-0.00
118.927	-0.09
118.937	-0.04
118.947	-0.01
118.957	-0.04
118.967	0.00
118.977	-0.08
118.987	-0.06
118.997	-0.06
119.007	-0.04
119.017	-0.10
119.027	-0.04
119.037	-0.04
119.047	-0.04
119.057	-0.06
119.067	-0.07
119.077	-0.06
119.087	-0.03
119.097	-0.06
119.107	-0.02
119.117	-0.01
119.127	-0.06
119.137	-0.03
119.147	-0.02
119.157	-0.05
119.167	-0.05
119.177	-0.07
119.187	-0.05
119.197	-0.04
119.207	-0.05
119.217	-0.05
119.227	-0.09
119.237	-0.04
119.247	-0.05
119.257	-0.10
119.267	-0.07
119.277	-0.04
119.287	-0.04
119.297	-0.08
119.307	-0.07
119.317	-0.05
119.327	-0.09
119.337	-0.03
119.347	-0.01
119.357	-0.02
119.367	-0.05
119.377	-0.07
119.387	-0.01
119.397	-0.05
119.407	-0.08
119.417	-0.04
119.427	-0.07
119.437	-0.05
119.447	-0.07
119.457	-0.05
119.467	-0.05
119.477	-0.04
119.487	-0.05
119.497	-0.02
119.507	-0.03
119.517	-0.05
119.527	-0.08
119.537	-0.06
119.547	-0.02
119.557	-0.05
119.567	-0.05
119.577	-0.05
119.587	-0.10
119.597	-0.03
119.607	-0.06
119.617	-0.11
119.627	-0.07
119.637	-0.03
119.647	-0.08
119.657	-0.02
119.667	-0.02
119.677	-0.05
119.687	-0.02
119.697	-0.01
119.707	-0.06
119.717	-0.04
119.727	-0.07
119.737	-0.05
119.747	-0.05
119.757	-0.03
119.767	-0.09
119.777	0.00
119.787	-0.06
119.797	-0.03
119.807	-0.03
119.817	0.00
119.827	-0.05
119.837	-0.07
119.847	-0.06
119.857	-0.05
119.867	-0.05
119.877	-0.05
119.887	-0.01
119.897	-0.07
119.907	-0.02
119.917	-0.05
119.927	-0.09
119.937	-0.06
119.947	-0.04
119.957	-0.02
119.967	-0.05
119.977	-0.03
119.987	-0.05
119.997	-0.03
120.007	-0.02
120.017	-0.07
120.027	-0.03
120.037	-0.08
120.047	-0.05
120.057	-0.04
120.067	-0.02
120.077	-0.04
120.087	-0.05
120.097	-0.03
120.107	0.00
120.117	-0.06
120.127	-0.05
120.137	-0.06
120.147	-0.05
120.157	-0.07
120.167	0.01
120.177	-0.03
120.187	-0.04
120.197	-0.01
120.207	-0.03
120.217	-0.03
120.227	-0.05
120.237	-0.06
120.247	-0.09
120.257	-0.03
120.267	-0.03
120.277	-0.03
120.287	-0.10
120.297	-0.07
120.307	-0.06
120.317	-0.01
120.327	-0.06
120.337	-0.08
120.347	-0.02
120.357	-0.05
120.367	-0.02
120.377	-0.05
120.387	-0.04
120.397	-0.04
120.407	-0.04
120.417	0.02
120.427	-0.03
120.437	-0.07
120.447	-0.03
120.457	-0.02
120.467	-0.02
120.477	-0.04
120.487	-0.06
120.497	-0.06
120.507	-0.06
120.517	-0.02
120.527	-0.08
120.537	-0.01
120.547	-0.07
120.557	-0.05
120.567	-0.08
120.577	-0.05
120.587	-0.07
120.597	-0.03
120.607	0.00
120.617	0.01
120.627	-0.06
120.637	-0.05
120.647	-0.05
120.657	-0.03
120.667	-0.05
120.677	-0.10
120.687	-0.06
120.697	-0.03
120.707	-0.09
120.717	-0.10
120.727	-0.03
120.737	-0.07
120.747	-0.05
120.757	-0.04
120.767	-0.05
120.777	-0.07
120.787	-0.07
120.797	-0.05
120.807	-0.04
120.817	-0.08
120.827	-0.03
120.837	-0.04
120.847	-0.05
120.857	-0.06
120.867	-0.04
120.877	-0.03
120.887	-0.05
120.897	-0.03
120.907	-0.06
120.917	-0.05
120.927	-0.02
120.937	-0.07
120.947	-0.05
120.957	-0.08
120.967	-0.08
120.977	-0.01
120.987	-0.05
120.997	-0.02
121.007	-0.00
121.017	-0.03
121.027	-0.09
121.037	-0.06
121.047	-0.04
121.057	-0.05
121.067	-0.06
121.077	-0.03
121.087	-0.06
121.097	-0.09
121.107	-0.06
121.117	-0.03
121.127	-0.10
121.137	-0.04
121.147	-0.08
121.157	-0.03
121.167	-0.05
121.177	-0.06
121.187	-0.03
121.197	-0.08
121.207	-0.04
121.217	-0.07
121.227	-0.05
121.237	-0.05
121.247	-0.04
121.257	-0.08
121.267	-0.07
121.277	-0.05
121.287	-0.06
121.297	-0.06
121.307	-0.06
121.317	-0.02
121.327	-0.06
121.337	-0.08
121.347	-0.05
121.357	-0.03
121.367	-0.07
121.377	-0.04
121.387	-0.04
121.397	-0.02
121.407	-0.05
121.417	-0.05
121.427	-0.11
121.437	-0.04
121.447	-0.05
121.457	-0.05
121.467	-0.04
121.477	-0.04
121.487	-0.04
121.497	-0.05
121.507	-0.03
121.517	-0.09
121.527	-0.01
121.537	-0.05
121.547	-0.02
121.557	-0.08
121.567	-0.08
121.577	-0.04
121.587	-0.06
121.597	-0.03
121.607	-0.03
121.617	-0.06
121.627	-0.05
121.637	-0.07
121.647	-0.09
121.657	-0.07
121.667	-0.07
121.677	-0.08
121.687	-0.10
121.697	-0.03
121.707	-0.08
121.717	-0.01
121.727	-0.07
121.737	-0.06
121.747	-0.06
121.757	-0.08
121.767	-0.08
121.777	-0.03
121.787	-0.07
121.797	-0.03
121.807	-0.05
121.817	-0.04
121.827	-0.05
121.837	-0.04
121.847	-0.03
121.857	-0.07
121.867	-0.06
121.877	-0.08
121.887	-0.04
121.897	-0.04
121.907	-0.06
121.917	-0.04
121.927	-0.07
121.937	-0.04
121.947	-0.04
121.957	-0.04
121.967	-0.05
121.977	-0.04
121.987	-0.04
121.997	-0.05
122.007	-0.08
122.017	-0.07
122.027	-0.05
122.037	-0.05
122.047	-0.03
122.057	-0.07
122.067	-0.05
122.077	-0.04
122.087	-0.02
122.097	-0.08
122.107	-0.06
122.117	-0.07
122.127	-0.02
122.137	-0.12
122.147	-0.08
122.157	-0.07
122.167	-0.03
122.177	-0.05
122.187	-0.07
122.197	-0.04
122.207	-0.05
122.217	-0.03
122.227	-0.03
122.237	0.01
122.247	-0.05
122.257	-0.03
122.267	-0.05
122.277	-0.05
122.287	-0.04
122.297	-0.09
122.307	-0.04
122.317	-0.06
122.327	-0.04
122.337	-0.05
122.347	-0.06
122.357	-0.05
122.367	-0.04
122.377	-0.04
122.387	-0.10
122.397	-0.05
122.407	0.00
122.417	-0.05
122.427	-0.02
122.437	-0.00
122.447	-0.04
122.457	-0.02
122.467	-0.04
122.477	-0.06
122.487	-0.02
122.497	-0.03
122.507	-0.07
122.517	-0.02
122.527	-0.05
122.537	-0.05
122.547	-0.03
122.557	-0.07
122.567	-0.03
122.577	-0.04
122.587	-0.07
122.597	-0.07
122.607	-0.06
122.617	-0.01
122.627	-0.07
122.637	-0.03
122.647	-0.03
122.657	-0.03
122.667	-0.05
122.677	-0.04
122.687	-0.04
122.697	-0.05
122.707	-0.01
122.717	-0.05
122.727	-0.06
122.737	-0.04
122.747	-0.02
122.757	-0.07
122.767	-0.04
122.777	-0.05
122.787	-0.05
122.797	-0.06
122.807	-0.04
122.817	-0.01
122.827	-0.02
122.837	-0.05
122.847	-0.08
122.857	-0.04
122.867	-0.04
122.877	-0.05
122.887	-0.06
122.897	-0.03
122.907	-0.06
122.917	-0.02
122.927	-0.04
122.937	-0.02
122.947	-0.03
122.957	-0.03
122.967	-0.05
122.977	-0.05
122.987	-0.03
122.997	-0.09
123.007	-0.07
123.017	-0.04
123.027	-0.07
123.037	-0.04
123.047	-0.04
123.057	-0.03
123.067	-0.03
123.077	-0.06
